dt,lat,lng,altitude,angle,speed,params
2014-05-05 15:52:56,52.316211,21.099563,79,27,50,""
2014-05-05 15:53:10,52.316598,21.099872,80,22,0,""
2014-05-05 15:53:46,52.318234,21.101202,79,23,27,""
2014-05-05 15:54:16,52.319824,21.102432,82,38,0,""
2014-05-05 15:54:46,52.321488,21.103864,84,27,56,""
2014-05-05 15:54:59,52.323152,21.105274,84,27,50,""
2014-05-05 15:55:19,52.323978,21.105987,85,27,0,""
2014-05-05 15:55:59,52.325715,21.107429,81,26,57,""
2014-05-05 15:56:23,52.327245,21.108605,82,22,0,""
2014-05-05 15:56:51,52.328858,21.109938,82,30,57,""
2014-05-05 15:57:02,52.330614,21.111365,85,25,74,""
2014-05-05 15:57:11,52.332278,21.112667,86,27,86,""
2014-05-05 15:57:20,52.334029,21.11416,88,26,85,""
2014-05-05 15:57:31,52.335795,21.11551,88,27,74,""
2014-05-05 15:57:41,52.337514,21.116886,87,27,78,""
2014-05-05 15:57:52,52.339219,21.118386,85,28,65,""
2014-05-05 15:58:04,52.340928,21.11985,86,26,66,""
2014-05-05 15:58:15,52.342627,21.121186,86,25,61,""
2014-05-05 15:58:31,52.343117,21.121566,84,26,0,""
2014-05-05 15:58:59,52.344768,21.122891,79,26,62,""
2014-05-05 15:59:09,52.3464,21.124346,81,29,66,""
2014-05-05 15:59:20,52.348083,21.125778,85,26,67,""
2014-05-05 15:59:31,52.349766,21.127173,81,27,68,""
2014-05-05 15:59:43,52.351366,21.128546,82,27,61,""
2014-05-05 15:59:56,52.353114,21.129995,80,27,67,""
2014-05-05 16:00:06,52.354842,21.131354,80,27,75,""
2014-05-05 16:00:17,52.356582,21.132811,78,28,64,""
2014-05-05 16:00:30,52.358195,21.134186,80,27,54,""
2014-05-05 16:01:14,52.359894,21.135494,78,24,66,""
2014-05-05 16:01:24,52.361622,21.136827,79,25,65,""
2014-05-05 16:01:35,52.363334,21.138197,79,27,71,""
2014-05-05 16:01:46,52.365066,21.139642,80,26,71,""
2014-05-05 16:01:56,52.366662,21.14101,80,29,83,""
2014-05-05 16:02:05,52.368333,21.142478,80,27,83,""
2014-05-05 16:02:14,52.369984,21.144045,80,30,84,""
2014-05-05 16:02:23,52.371766,21.145547,79,27,91,""
2014-05-05 16:02:31,52.373558,21.147034,80,27,103,""
2014-05-05 16:02:39,52.375389,21.148549,80,27,100,""
2014-05-05 16:02:46,52.37719,21.15005,79,27,99,""
2014-05-05 16:02:54,52.378854,21.151434,79,27,91,""
2014-05-05 16:03:02,52.380547,21.15285,79,27,97,""
2014-05-05 16:03:12,52.382224,21.154234,79,27,71,""
2014-05-05 16:03:38,52.383715,21.155462,80,25,0,""
2014-05-05 16:04:24,52.385456,21.156917,78,27,67,""
2014-05-05 16:04:33,52.387072,21.158266,78,27,85,""
2014-05-05 16:04:41,52.388726,21.159637,80,26,94,""
2014-05-05 16:04:49,52.390406,21.161035,81,26,94,""
2014-05-05 16:04:56,52.392134,21.162462,82,26,100,""
2014-05-05 16:05:04,52.393962,21.163994,82,28,103,""
2014-05-05 16:05:11,52.39553,21.165659,83,37,111,""
2014-05-05 16:05:18,52.396947,21.167891,84,48,113,""
2014-05-05 16:05:25,52.398074,21.170587,83,59,114,""
2014-05-05 16:05:33,52.398906,21.173522,82,69,113,""
2014-05-05 16:05:40,52.399434,21.176688,85,77,116,""
2014-05-05 16:05:47,52.39985,21.180014,86,78,118,""
2014-05-05 16:05:54,52.400272,21.183318,88,78,115,""
2014-05-05 16:06:01,52.400707,21.186469,88,75,117,""
2014-05-05 16:06:06,52.40127,21.189322,85,70,127,""
2014-05-05 16:06:12,52.402,21.192254,84,64,130,""
2014-05-05 16:06:18,52.40295,21.195013,79,58,130,""
2014-05-05 16:06:25,52.404083,21.197611,77,51,130,""
2014-05-05 16:06:31,52.405386,21.2,78,47,130,""
2014-05-05 16:06:37,52.406726,21.202328,78,47,130,""
2014-05-05 16:06:43,52.408058,21.204662,79,47,130,""
2014-05-05 16:06:49,52.409398,21.206965,81,43,128,""
2014-05-05 16:06:54,52.410858,21.208874,81,38,126,""
2014-05-05 16:07:00,52.412349,21.210832,80,39,127,""
2014-05-05 16:07:07,52.413808,21.213059,80,44,103,""
2014-05-05 16:07:15,52.4152,21.215515,81,48,109,""
2014-05-05 16:07:23,52.416528,21.21795,83,47,116,""
2014-05-05 16:07:30,52.41807,21.220195,83,36,120,""
2014-05-05 16:07:36,52.41968,21.221645,80,24,123,""
2014-05-05 16:07:42,52.421478,21.222691,78,19,127,""
2014-05-05 16:07:48,52.423322,21.223728,78,19,130,""
2014-05-05 16:07:53,52.425158,21.224781,78,19,127,""
2014-05-05 16:08:00,52.427126,21.225875,78,18,116,""
2014-05-05 16:08:07,52.428998,21.226864,81,17,109,""
2014-05-05 16:08:14,52.43088,21.22785,83,17,116,""
2014-05-05 16:08:22,52.432854,21.229019,84,24,120,""
2014-05-05 16:08:28,52.434422,21.23055,81,35,122,""
2014-05-05 16:08:34,52.435757,21.232554,75,47,122,""
2014-05-05 16:08:40,52.43687,21.234989,76,54,123,""
2014-05-05 16:08:46,52.437936,21.237478,78,54,122,""
2014-05-05 16:08:52,52.438979,21.23993,78,55,121,""
2014-05-05 16:08:58,52.440029,21.242357,79,54,120,""
2014-05-05 16:09:03,52.441075,21.244779,79,54,120,""
2014-05-05 16:09:09,52.442115,21.247192,81,55,119,""
2014-05-05 16:09:16,52.443264,21.250062,84,58,121,""
2014-05-05 16:09:22,52.444205,21.252669,82,59,124,""
2014-05-05 16:09:30,52.445155,21.255325,80,59,125,""
2014-05-05 16:09:36,52.446106,21.257962,79,59,123,""
2014-05-05 16:09:42,52.447037,21.260549,78,59,122,""
2014-05-05 16:09:48,52.447984,21.263182,79,59,125,""
2014-05-05 16:09:54,52.44895,21.265866,78,59,127,""
2014-05-05 16:10:00,52.449936,21.26859,80,59,129,""
2014-05-05 16:10:05,52.450931,21.271362,80,59,131,""
2014-05-05 16:10:11,52.451936,21.274146,80,59,130,""
2014-05-05 16:10:17,52.452883,21.276797,81,59,123,""
2014-05-05 16:10:25,52.453882,21.279573,81,59,106,""
2014-05-05 16:10:33,52.454883,21.282347,82,59,99,""
2014-05-05 16:10:40,52.455811,21.284931,83,59,111,""
2014-05-05 16:10:47,52.456835,21.287805,82,59,118,""
2014-05-05 16:10:53,52.457757,21.290355,81,59,121,""
2014-05-05 16:10:58,52.458682,21.292944,82,60,123,""
2014-05-05 16:11:04,52.4596,21.295582,83,59,123,""
2014-05-05 16:11:10,52.460522,21.298157,81,59,120,""
2014-05-05 16:11:18,52.461562,21.30105,81,59,116,""
2014-05-05 16:11:25,52.462598,21.303923,83,59,117,""
2014-05-05 16:11:32,52.463674,21.306869,84,58,122,""
2014-05-05 16:11:38,52.464634,21.30949,84,59,126,""
2014-05-05 16:11:44,52.465603,21.312195,83,59,129,""
2014-05-05 16:11:50,52.466598,21.31495,83,59,130,""
2014-05-05 16:11:55,52.467584,21.317696,84,59,129,""
2014-05-05 16:12:01,52.468624,21.320355,83,55,128,""
2014-05-05 16:12:07,52.469773,21.32287,84,51,126,""
2014-05-05 16:12:14,52.47095,21.325128,86,48,118,""
2014-05-05 16:12:21,52.472285,21.327618,85,48,120,""
2014-05-05 16:12:27,52.47353,21.329934,86,49,129,""
2014-05-05 16:12:33,52.474835,21.332397,88,48,134,""
2014-05-05 16:12:39,52.476176,21.334894,88,48,134,""
2014-05-05 16:12:44,52.477504,21.337368,85,48,134,""
2014-05-05 16:12:50,52.478816,21.339829,84,48,134,""
2014-05-05 16:12:56,52.480166,21.34236,85,48,138,""
2014-05-05 16:13:03,52.481539,21.344922,85,48,138,""
2014-05-05 16:13:09,52.482906,21.347467,85,48,138,""
2014-05-05 16:13:15,52.484294,21.349926,85,46,133,""
2014-05-05 16:13:21,52.485616,21.352243,84,47,129,""
2014-05-05 16:13:27,52.48713,21.35505,85,48,132,""
2014-05-05 16:13:33,52.488454,21.357533,85,48,136,""
2014-05-05 16:13:39,52.489827,21.360115,84,48,140,""
2014-05-05 16:13:46,52.491216,21.36271,83,48,140,""
2014-05-05 16:13:52,52.492592,21.365282,83,48,139,""
2014-05-05 16:13:58,52.493962,21.367834,84,48,138,""
2014-05-05 16:14:04,52.495328,21.370394,83,48,138,""
2014-05-05 16:14:10,52.496698,21.372965,83,48,139,""
2014-05-05 16:14:16,52.498093,21.375509,83,46,140,""
2014-05-05 16:14:21,52.499578,21.377981,82,44,142,""
2014-05-05 16:14:27,52.501168,21.380373,78,42,145,""
2014-05-05 16:14:33,52.502758,21.382758,77,42,144,""
2014-05-05 16:14:40,52.504307,21.385091,78,42,138,""
2014-05-05 16:14:46,52.505811,21.38735,78,42,135,""
2014-05-05 16:14:52,52.507309,21.389579,81,41,135,""
2014-05-05 16:14:58,52.50888,21.391722,80,38,139,""
2014-05-05 16:15:04,52.510528,21.393795,78,38,139,""
2014-05-05 16:15:09,52.512141,21.396003,78,41,140,""
2014-05-05 16:15:15,52.513702,21.398366,77,43,141,""
2014-05-05 16:15:21,52.51519,21.400837,73,46,142,""
2014-05-05 16:15:28,52.516602,21.403298,76,45,138,""
2014-05-05 16:15:34,52.518086,21.405544,76,41,129,""
2014-05-05 16:15:40,52.51945,21.407546,75,42,118,""
2014-05-05 16:15:47,52.520909,21.40969,74,41,111,""
2014-05-05 16:15:54,52.522387,21.411869,74,41,116,""
2014-05-05 16:16:00,52.523942,21.414165,77,42,121,""
2014-05-05 16:16:06,52.525344,21.416259,78,42,130,""
2014-05-05 16:16:12,52.526806,21.418445,77,42,131,""
2014-05-05 16:16:19,52.528266,21.420605,76,42,132,""
2014-05-05 16:16:25,52.52976,21.422811,76,42,136,""
2014-05-05 16:16:31,52.531264,21.42504,76,41,135,""
2014-05-05 16:16:37,52.532739,21.427214,75,42,131,""
2014-05-05 16:16:43,52.534205,21.429394,76,42,132,""
2014-05-05 16:16:49,52.535674,21.431594,76,43,133,""
2014-05-05 16:16:54,52.537136,21.4338,75,42,131,""
2014-05-05 16:17:00,52.538611,21.435923,77,39,132,""
2014-05-05 16:17:06,52.540275,21.437744,78,28,135,""
2014-05-05 16:17:13,52.542141,21.438915,82,15,132,""
2014-05-05 16:17:19,52.544147,21.439464,85,7,137,""
2014-05-05 16:17:25,52.546262,21.43981,88,5,143,""
2014-05-05 16:17:31,52.548317,21.440253,84,12,137,""
2014-05-05 16:17:37,52.550256,21.441397,80,25,140,""
2014-05-05 16:17:42,52.552016,21.443315,77,39,139,""
2014-05-05 16:17:48,52.553424,21.445818,76,52,138,""
2014-05-05 16:17:54,52.554381,21.448597,76,65,126,""
2014-05-05 16:18:01,52.555011,21.451459,79,72,122,""
2014-05-05 16:18:07,52.55553,21.454322,85,72,119,""
2014-05-05 16:18:14,52.556147,21.457486,90,72,115,""
2014-05-05 16:18:21,52.55679,21.460693,89,69,119,""
2014-05-05 16:18:27,52.557616,21.46336,83,55,122,""
2014-05-05 16:18:32,52.558858,21.465554,82,40,121,""
2014-05-05 16:18:39,52.560595,21.467277,79,24,117,""
2014-05-05 16:18:46,52.56263,21.468058,80,7,120,""
2014-05-05 16:18:53,52.564464,21.468302,82,4,121,""
2014-05-05 16:18:59,52.566288,21.468597,83,8,121,""
2014-05-05 16:19:05,52.568051,21.469381,81,22,122,""
2014-05-05 16:19:11,52.569632,21.470949,79,37,124,""
2014-05-05 16:19:17,52.570928,21.473189,77,51,127,""
2014-05-05 16:19:23,52.571994,21.475794,78,57,127,""
2014-05-05 16:19:28,52.573005,21.478411,79,57,125,""
2014-05-05 16:19:34,52.57399,21.481022,78,58,125,""
2014-05-05 16:19:40,52.574998,21.483656,76,57,128,""
2014-05-05 16:19:47,52.576051,21.486366,75,57,131,""
2014-05-05 16:19:53,52.577158,21.489098,74,54,135,""
2014-05-05 16:19:59,52.578416,21.49168,74,48,133,""
2014-05-05 16:20:05,52.57983,21.493922,78,40,130,""
2014-05-05 16:20:11,52.581405,21.495768,80,32,129,""
2014-05-05 16:20:16,52.583162,21.497242,81,23,132,""
2014-05-05 16:20:22,52.585062,21.498282,80,15,135,""
2014-05-05 16:20:28,52.587075,21.498872,83,6,135,""
2014-05-05 16:20:35,52.58903,21.49896,84,358,129,""
2014-05-05 16:20:41,52.59096,21.498672,85,353,128,""
2014-05-05 16:20:47,52.592858,21.498291,88,353,126,""
2014-05-05 16:20:53,52.594746,21.497898,90,352,127,""
2014-05-05 16:20:59,52.596659,21.497509,94,353,129,""
2014-05-05 16:21:05,52.598586,21.497126,97,353,131,""
2014-05-05 16:21:10,52.600547,21.496757,94,353,131,""
2014-05-05 16:21:16,52.602493,21.496365,92,352,129,""
2014-05-05 16:21:23,52.604365,21.495989,91,353,124,""
2014-05-05 16:21:29,52.606227,21.495605,93,352,127,""
2014-05-05 16:21:35,52.60815,21.495221,94,353,130,""
2014-05-05 16:21:41,52.610118,21.494982,93,357,132,""
2014-05-05 16:21:47,52.612054,21.495042,88,3,128,""
2014-05-05 16:21:52,52.613946,21.495397,86,9,127,""
2014-05-05 16:21:58,52.61577,21.496085,88,14,124,""
2014-05-05 16:22:04,52.617542,21.496955,90,18,124,""
2014-05-05 16:22:11,52.619267,21.498117,87,24,126,""
2014-05-05 16:22:17,52.620986,21.499611,81,29,130,""
2014-05-05 16:22:23,52.622653,21.501419,86,35,131,""
2014-05-05 16:22:29,52.624189,21.503494,90,41,131,""
2014-05-05 16:22:36,52.6256,21.505878,89,47,102,""
2014-05-05 16:22:44,52.62679,21.508154,90,48,73,""
2014-05-05 16:22:56,52.62799,21.510498,87,51,64,""
2014-05-05 16:23:06,52.629165,21.512888,85,49,84,""
2014-05-05 16:23:14,52.630358,21.515398,82,52,98,""
2014-05-05 16:23:23,52.631482,21.517814,81,51,87,""
2014-05-05 16:23:32,52.632621,21.520227,82,51,80,""
2014-05-05 16:23:41,52.633731,21.52261,82,51,80,""
2014-05-05 16:23:50,52.634832,21.52496,84,50,77,""
2014-05-05 16:23:59,52.636032,21.527574,85,52,79,""
2014-05-05 16:24:09,52.637229,21.530165,86,51,79,""
2014-05-05 16:24:19,52.638352,21.532597,89,52,81,""
2014-05-05 16:24:29,52.639446,21.534968,92,52,78,""
2014-05-05 16:24:39,52.64064,21.537536,95,52,80,""
2014-05-05 16:24:48,52.641789,21.539987,93,52,84,""
2014-05-05 16:24:57,52.642947,21.542477,91,52,85,""
2014-05-05 16:25:06,52.644227,21.545197,88,52,81,""
2014-05-05 16:25:16,52.645418,21.547752,89,52,77,""
2014-05-05 16:25:27,52.646525,21.550114,88,52,62,""
2014-05-05 16:25:40,52.64769,21.552589,85,52,62,""
2014-05-05 16:25:52,52.648848,21.555101,85,51,68,""
2014-05-05 16:26:02,52.649965,21.557461,81,52,72,""
2014-05-05 16:26:13,52.651171,21.560045,82,52,77,""
2014-05-05 16:26:23,52.652362,21.562613,84,52,77,""
2014-05-05 16:26:33,52.653542,21.565144,83,52,79,""
2014-05-05 16:26:41,52.654666,21.567531,83,51,82,""
2014-05-05 16:26:50,52.655824,21.56999,80,51,83,""
2014-05-05 16:26:59,52.65697,21.572453,78,52,83,""
2014-05-05 16:27:09,52.658102,21.574899,78,51,83,""
2014-05-05 16:27:18,52.65927,21.577413,80,52,87,""
2014-05-05 16:27:26,52.660512,21.579981,86,52,107,""
2014-05-05 16:27:33,52.661654,21.582542,83,52,106,""
2014-05-05 16:27:41,52.662848,21.585125,82,52,95,""
2014-05-05 16:27:48,52.663974,21.587549,83,52,91,""
2014-05-05 16:27:56,52.665088,21.589917,85,52,90,""
2014-05-05 16:28:05,52.666314,21.592549,86,52,89,""
2014-05-05 16:28:13,52.667424,21.594904,91,52,92,""
2014-05-05 16:28:22,52.668525,21.597309,95,53,86,""
2014-05-05 16:28:33,52.669699,21.599826,91,50,64,""
2014-05-05 16:28:43,52.670845,21.602254,88,51,82,""
2014-05-05 16:28:51,52.671981,21.604677,89,50,99,""
2014-05-05 16:28:58,52.673302,21.607477,86,53,108,""
2014-05-05 16:29:06,52.674522,21.610147,87,51,97,""
2014-05-05 16:29:14,52.675642,21.612568,87,52,87,""
2014-05-05 16:29:23,52.67672,21.614963,87,52,76,""
2014-05-05 16:29:34,52.677834,21.617386,89,52,74,""
2014-05-05 16:29:44,52.679008,21.619939,94,52,81,""
2014-05-05 16:29:54,52.680202,21.622531,98,53,74,""
2014-05-05 16:30:04,52.681325,21.62495,100,52,74,""
2014-05-05 16:30:13,52.682416,21.627322,101,52,70,""
2014-05-05 16:30:24,52.6836,21.629894,100,53,72,""
2014-05-05 16:30:34,52.684701,21.632285,101,52,74,""
2014-05-05 16:30:44,52.68583,21.634739,101,52,75,""
2014-05-05 16:30:55,52.686947,21.63717,101,52,74,""
2014-05-05 16:31:05,52.688109,21.639686,96,51,77,""
2014-05-05 16:31:15,52.689245,21.642168,96,52,73,""
2014-05-05 16:31:25,52.690352,21.644621,98,52,76,""
2014-05-05 16:31:35,52.691482,21.647104,97,52,73,""
2014-05-05 16:31:45,52.692662,21.649658,96,51,69,""
2014-05-05 16:31:55,52.693798,21.652189,97,52,81,""
2014-05-05 16:32:04,52.69489,21.654563,99,52,77,""
2014-05-05 16:32:15,52.696051,21.657142,96,52,69,""
2014-05-05 16:32:26,52.697155,21.659552,96,53,76,""
2014-05-05 16:32:36,52.698269,21.662022,102,53,75,""
2014-05-05 16:32:46,52.699405,21.664517,104,52,77,""
2014-05-05 16:32:56,52.700554,21.666998,99,51,75,""
2014-05-05 16:33:06,52.701731,21.669584,96,52,79,""
2014-05-05 16:33:15,52.702912,21.672192,93,51,76,""
2014-05-05 16:33:26,52.704099,21.674774,89,51,68,""
2014-05-05 16:33:37,52.705171,21.677186,86,52,68,""
2014-05-05 16:33:48,52.706298,21.679717,88,53,77,""
2014-05-05 16:33:58,52.707437,21.682232,96,53,75,""
2014-05-05 16:34:08,52.708576,21.684731,96,53,77,""
2014-05-05 16:34:18,52.709731,21.687315,100,52,75,""
2014-05-05 16:34:29,52.710832,21.689728,98,53,62,""
2014-05-05 16:34:41,52.711952,21.69223,103,53,49,""
2014-05-05 16:35:04,52.71305,21.694691,107,54,23,""
2014-05-05 16:35:19,52.714198,21.697232,102,53,65,""
2014-05-05 16:35:30,52.71537,21.69984,99,52,82,""
2014-05-05 16:35:40,52.716502,21.702357,97,53,84,""
2014-05-05 16:35:49,52.717587,21.704773,97,53,77,""
2014-05-05 16:36:00,52.71872,21.707293,99,52,64,""
2014-05-05 16:36:11,52.719795,21.709741,99,53,69,""
2014-05-05 16:36:21,52.720963,21.71232,95,53,86,""
2014-05-05 16:36:28,52.722038,21.714762,95,53,94,""
2014-05-05 16:36:36,52.723184,21.717326,97,53,96,""
2014-05-05 16:36:44,52.724262,21.719738,99,53,87,""
2014-05-05 16:36:53,52.72543,21.72235,100,53,87,""
2014-05-05 16:37:03,52.726598,21.72497,102,53,87,""
2014-05-05 16:37:11,52.727693,21.727451,102,54,99,""
2014-05-05 16:37:19,52.728851,21.730134,102,54,97,""
2014-05-05 16:37:27,52.729974,21.732683,100,53,95,""
2014-05-05 16:37:35,52.731213,21.735499,98,52,91,""
2014-05-05 16:37:43,52.732285,21.737952,99,53,90,""
2014-05-05 16:37:52,52.733462,21.740638,97,53,88,""
2014-05-05 16:38:01,52.734624,21.743309,98,52,87,""
2014-05-05 16:38:11,52.735786,21.745998,100,52,86,""
2014-05-05 16:38:20,52.73688,21.748571,104,53,84,""
2014-05-05 16:38:29,52.738026,21.751235,109,54,90,""
2014-05-05 16:38:38,52.739181,21.75389,111,54,86,""
2014-05-05 16:38:47,52.740333,21.756507,105,53,87,""
2014-05-05 16:38:54,52.741395,21.758914,98,52,96,""
2014-05-05 16:39:01,52.74249,21.761402,101,54,110,""
2014-05-05 16:39:08,52.743632,21.764122,100,54,113,""
2014-05-05 16:39:16,52.744758,21.766781,102,55,110,""
2014-05-05 16:39:23,52.745872,21.76937,106,54,109,""
2014-05-05 16:39:30,52.74696,21.77192,109,54,107,""
2014-05-05 16:39:37,52.748051,21.774426,108,54,107,""
2014-05-05 16:39:44,52.74911,21.776898,108,54,104,""
2014-05-05 16:39:50,52.750195,21.779405,107,54,109,""
2014-05-05 16:39:57,52.751312,21.782003,109,54,109,""
2014-05-05 16:40:04,52.752368,21.784461,109,54,101,""
2014-05-05 16:40:13,52.753552,21.787203,110,54,105,""
2014-05-05 16:40:20,52.754627,21.78967,109,54,104,""
2014-05-05 16:40:27,52.755674,21.792101,109,54,103,""
2014-05-05 16:40:35,52.75681,21.794771,109,55,94,""
2014-05-05 16:40:43,52.757882,21.797234,110,54,95,""
2014-05-05 16:40:51,52.75903,21.799878,110,54,98,""
2014-05-05 16:40:58,52.760125,21.802405,111,54,90,""
2014-05-05 16:41:07,52.761222,21.80496,110,54,84,""
2014-05-05 16:41:16,52.762346,21.807571,112,54,91,""
2014-05-05 16:41:24,52.763462,21.810102,110,53,95,""
2014-05-05 16:41:34,52.764598,21.812736,109,54,100,""
2014-05-05 16:41:41,52.765661,21.815176,110,54,106,""
2014-05-05 16:41:48,52.766765,21.817762,110,54,111,""
2014-05-05 16:41:55,52.767926,21.820445,111,54,115,""
2014-05-05 16:42:02,52.769085,21.823146,112,54,111,""
2014-05-05 16:42:09,52.770269,21.825886,113,54,97,""
2014-05-05 16:42:17,52.771331,21.82835,111,53,90,""
2014-05-05 16:42:25,52.7724,21.830843,110,54,92,""
2014-05-05 16:42:33,52.773491,21.833333,110,53,94,""
2014-05-05 16:42:41,52.77456,21.835797,110,53,87,""
2014-05-05 16:42:51,52.775632,21.838347,111,54,84,""
2014-05-05 16:43:00,52.776704,21.840778,110,54,78,""
2014-05-05 16:43:10,52.777821,21.843358,109,52,80,""
2014-05-05 16:43:19,52.778934,21.845917,109,53,84,""
2014-05-05 16:43:28,52.780026,21.848482,109,54,81,""
2014-05-05 16:43:37,52.781066,21.850968,112,55,69,""
2014-05-05 16:43:47,52.782064,21.853523,115,55,78,""
2014-05-05 16:43:56,52.7832,21.856131,116,53,91,""
2014-05-05 16:44:05,52.78433,21.858736,117,54,98,""
2014-05-05 16:44:13,52.785632,21.861282,120,45,102,""
2014-05-05 16:44:20,52.787024,21.86329,120,38,106,""
2014-05-05 16:44:27,52.788608,21.86495,126,28,106,""
2014-05-05 16:44:33,52.79033,21.866235,128,20,107,""
2014-05-05 16:44:40,52.792125,21.867096,127,13,107,""
2014-05-05 16:44:47,52.793984,21.867688,129,10,108,""
2014-05-05 16:44:55,52.795888,21.868245,128,11,112,""
2014-05-05 16:45:02,52.797805,21.868942,127,14,112,""
2014-05-05 16:45:09,52.799731,21.869888,125,17,117,""
2014-05-05 16:45:15,52.801418,21.870971,122,22,122,""
2014-05-05 16:45:21,52.803088,21.872262,121,26,123,""
2014-05-05 16:45:26,52.804714,21.873672,121,28,121,""
2014-05-05 16:45:32,52.806323,21.875046,120,24,122,""
2014-05-05 16:45:38,52.808064,21.876194,119,19,126,""
2014-05-05 16:45:44,52.809856,21.877067,117,14,121,""
2014-05-05 16:45:51,52.811798,21.877734,121,11,112,""
2014-05-05 16:45:59,52.813664,21.87868,123,23,112,""
2014-05-05 16:46:06,52.815322,21.880293,125,35,110,""
2014-05-05 16:46:13,52.816669,21.882446,121,49,107,""
2014-05-05 16:46:20,52.817718,21.885178,121,63,113,""
2014-05-05 16:46:27,52.818362,21.888243,123,73,111,""
2014-05-05 16:46:33,52.818896,21.891306,125,73,108,""
2014-05-05 16:46:40,52.819443,21.894296,129,73,109,""
2014-05-05 16:46:47,52.819939,21.897363,134,76,110,""
2014-05-05 16:46:54,52.820307,21.900461,136,80,108,""
2014-05-05 16:47:02,52.820538,21.903563,136,84,107,""
2014-05-05 16:47:09,52.820637,21.906589,135,88,103,""
2014-05-05 16:47:17,52.820611,21.909915,135,91,100,""
2014-05-05 16:47:25,52.820541,21.913211,137,91,100,""
2014-05-05 16:47:32,52.820477,21.916482,139,91,99,""
2014-05-05 16:47:40,52.820557,21.919755,138,83,99,""
2014-05-05 16:47:48,52.820979,21.923002,137,73,103,""
2014-05-05 16:47:56,52.821757,21.926146,135,63,101,""
2014-05-05 16:48:05,52.822816,21.928896,134,54,95,""
2014-05-05 16:48:14,52.824109,21.931302,132,46,82,""
2014-05-05 16:48:24,52.825347,21.933645,127,48,69,""
2014-05-05 16:48:37,52.82655,21.935866,124,49,52,""
2014-05-05 16:48:50,52.827744,21.938229,125,49,59,""
